race_date,number,distance,weather,surface,run_up_distance,track_condition,num_of_racers,racer_0_name,racer_0_equip,racer_0_weight,racer_0_post_position,racer_0_official_finish,racer_0_age,racer_0_jockey_key,racer_0_trainer_key,racer_0_last_pp,racer_0_meds,racer_0_dollar_odds,racer_0_comments,racer_0_sex,racer_1_name,racer_1_equip,racer_1_weight,racer_1_post_position,racer_1_official_finish,racer_1_age,racer_1_jockey_key,racer_1_trainer_key,racer_1_last_pp,racer_1_meds,racer_1_dollar_odds,racer_1_comments,racer_1_sex,racer_2_name,racer_2_equip,racer_2_weight,racer_2_post_position,racer_2_official_finish,racer_2_age,racer_2_jockey_key,racer_2_trainer_key,racer_2_last_pp,racer_2_meds,racer_2_dollar_odds,racer_2_comments,racer_2_sex,racer_3_name,racer_3_equip,racer_3_weight,racer_3_post_position,racer_3_official_finish,racer_3_age,racer_3_jockey_key,racer_3_trainer_key,racer_3_last_pp,racer_3_meds,racer_3_dollar_odds,racer_3_comments,racer_3_sex,racer_4_name,racer_4_equip,racer_4_weight,racer_4_post_position,racer_4_official_finish,racer_4_age,racer_4_jockey_key,racer_4_trainer_key,racer_4_last_pp,racer_4_meds,racer_4_dollar_odds,racer_4_comments,racer_4_sex,racer_5_name,racer_5_equip,racer_5_weight,racer_5_post_position,racer_5_official_finish,racer_5_age,racer_5_jockey_key,racer_5_trainer_key,racer_5_last_pp,racer_5_meds,racer_5_dollar_odds,racer_5_comments,racer_5_sex,racer_6_name,racer_6_equip,racer_6_weight,racer_6_post_position,racer_6_official_finish,racer_6_age,racer_6_jockey_key,racer_6_trainer_key,racer_6_last_pp,racer_6_meds,racer_6_dollar_odds,racer_6_comments,racer_6_sex,racer_7_name,racer_7_equip,racer_7_weight,racer_7_post_position,racer_7_official_finish,racer_7_age,racer_7_jockey_key,racer_7_trainer_key,racer_7_last_pp,racer_7_meds,racer_7_dollar_odds,racer_7_comments,racer_7_sex,racer_8_name,racer_8_equip,racer_8_weight,racer_8_post_position,racer_8_official_finish,racer_8_age,racer_8_jockey_key,racer_8_trainer_key,racer_8_last_pp,racer_8_meds,racer_8_dollar_odds,racer_8_comments,racer_8_sex,racer_9_name,racer_9_equip,racer_9_weight,racer_9_post_position,racer_9_official_finish,racer_9_age,racer_9_jockey_key,racer_9_trainer_key,racer_9_last_pp,racer_9_meds,racer_9_dollar_odds,racer_9_comments,racer_9_sex,racer_10_name,racer_10_equip,racer_10_weight,racer_10_post_position,racer_10_official_finish,racer_10_age,racer_10_jockey_key,racer_10_trainer_key,racer_10_last_pp,racer_10_meds,racer_10_dollar_odds,racer_10_comments,racer_10_sex,racer_11_name,racer_11_equip,racer_11_weight,racer_11_post_position,racer_11_official_finish,racer_11_age,racer_11_jockey_key,racer_11_trainer_key,racer_11_last_pp,racer_11_meds,racer_11_dollar_odds,racer_11_comments,racer_11_sex,racer_12_name,racer_12_equip,racer_12_weight,racer_12_post_position,racer_12_official_finish,racer_12_age,racer_12_jockey_key,racer_12_trainer_key,racer_12_last_pp,racer_12_meds,racer_12_dollar_odds,racer_12_comments,racer_12_sex,racer_13_name,racer_13_equip,racer_13_weight,racer_13_post_position,racer_13_official_finish,racer_13_age,racer_13_jockey_key,racer_13_trainer_key,racer_13_last_pp,racer_13_meds,racer_13_dollar_odds,racer_13_comments,racer_13_sex,racer_14_name,racer_14_equip,racer_14_weight,racer_14_post_position,racer_14_official_finish,racer_14_age,racer_14_jockey_key,racer_14_trainer_key,racer_14_last_pp,racer_14_meds,racer_14_dollar_odds,racer_14_comments,racer_14_sex,racer_15_name,racer_15_equip,racer_15_weight,racer_15_post_position,racer_15_official_finish,racer_15_age,racer_15_jockey_key,racer_15_trainer_key,racer_15_last_pp,racer_15_meds,racer_15_dollar_odds,racer_15_comments,racer_15_sex,racer_16_name,racer_16_equip,racer_16_weight,racer_16_post_position,racer_16_official_finish,racer_16_age,racer_16_jockey_key,racer_16_trainer_key,racer_16_last_pp,racer_16_meds,racer_16_dollar_odds,racer_16_comments,racer_16_sex
2023-05-07 0:00,8,1106.424,R,D,20,FT,10,Loki's Lightning,None,116,1,6,3.16,172213,244285,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-29, RACE_NUMBER: 10, OFL_FINISH: 7",None,5.35,"urged forward, pace in clear inside, gave way",F,Rumours Fly,b,113,2,9,3.25,169800,944346,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-09, RACE_NUMBER: 10, OFL_FINISH: 10",L,105.65,"broke outwardly, inside, 2w, tired",F,Blackmarsh,b,121,3,8,3.02,111343,277224,,L,30.05,"off slow & lost path, 3-4w turn, evened out",F,Velikiy,b,118,4,2,3.18,126417,279521,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-11-27, RACE_NUMBER: 3, OFL_FINISH: 6",L,4.2,"tracked inside, came out, 2nd best",F,Sake and Sushi,None,119.0,5.0,10.0,3.33,168307.0,196799.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-01, RACE_NUMBER: 5, OFL_FINISH: 8",L,16.85,"slight stdy past 7/16, dropped back inside turn, tired",F,Miss Molly Lalou,None,118.0,6.0,4.0,3.06,122713.0,157980.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-10, RACE_NUMBER: 2, OFL_FINISH: 9",L,36.3,"2-3w turn, came out, mildly",F,Secret Sunshine,None,118.0,7.0,5.0,3.08,112023.0,19329.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-09, RACE_NUMBER: 10, OFL_FINISH: 4",L,6.7,"2-3w turn, improved late",F,Souper Sunday,b,118.0,8.0,1.0,3.04,142290.0,9210.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-09, RACE_NUMBER: 10, OFL_FINISH: 3",L,1.35,"away alertly, stalked, powered clear, best",F,My Girl Gabby,None,121.0,9.0,3.0,3.08,164885.0,7049.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-10-22, RACE_NUMBER: 5, OFL_FINISH: 5",L,8.55,"settled, stalked outside, 3-4w turn, ran on",F,Privileged,None,118.0,10.0,7.0,3.03,161703.0,163201.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-11-27, RACE_NUMBER: 6, OFL_FINISH: 9",L,20.75,"outside, 4-5w turn, no rally",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-12 0:00,1,1005.84,L,D,40,FT,7,Unable,f,123,1,3,4.04,168307,157987,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-22, RACE_NUMBER: 8, OFL_FINISH: 2",None,1.5,"track behind winner bkstr,angled out3/16,needed more late",M,Natasha's Bizniz,None,122,2,5,4.27,161703,966252,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-22, RACE_NUMBER: 9, OFL_FINISH: 4",L,11.3,"stalk midpack rail,nudged3/8,not gain leaders,level deep stretch",M,Gold Forester,None,123,3,4,5.17,158429,12249,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-11-24, RACE_NUMBER: 3, OFL_FINISH: 6",L,59.0,"near rear rail,mild move outs5/16,found late energy up for minors",M,Lady in Red,None,123,4,7,4.04,202,959060,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-29, RACE_NUMBER: 1, OFL_FINISH: 1",L,14.35,"near rear,could not keep up turn,no factor in stretch",M,Spanish Beauty,bf,123.0,5.0,1.0,4.14,122713.0,10090.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-22, RACE_NUMBER: 8, OFL_FINISH: 6",L,3.55,"loose lead,unchallenged5/16,open up3/16,wrong lead held safe",M,Golden Train,b,119.0,6.0,6.0,3.13,101342.0,963593.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-01, RACE_NUMBER: 6, OFL_FINISH: 3",L,7.3,"off slow,trailed,no response stretch",F,Silver Bullet Lady,None,123.0,7.0,2.0,4.99,142290.0,9068.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-03, RACE_NUMBER: 3, OFL_FINISH: 5",L,2.6,"track2path,contend sitting off,4path str,got up for place",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-12 0:00,2,1106.424,L,D,20,FT,8,Opeechee,b,124,1,8,3.94,112023,283713,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-07-10, RACE_NUMBER: 9, OFL_FINISH: 9",L,13.05,"chased rail,faded5/16 fence,retreated inside final 1/8",G,Trebuchet,b,124,2,3,5.04,110789,283550,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-09, RACE_NUMBER: 2, OFL_FINISH: 4",L,3.5,"track3rd out,rally5/16,dead aim 3/16,evenly late",G,Pettinari,b,123,3,1,5.31,164186,1978,"TRACK/CODE: TP, TRACK/NAME: TURFWAY PARK, RACE_DATE: 2023-02-04, RACE_NUMBER: 1, OFL_FINISH: 10",L,3.15,"lead from start,uncontested turn, open up upper stretch,held",G,Ngabe,bf,123,4,7,4.18,125821,283713,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-11, RACE_NUMBER: 2, OFL_FINISH: 7",L,79.95,"mid pack3W,to rail1/2,little impact turn,nothing in stretch",G,I'm No Sleepy Joe,b,114.0,5.0,5.0,3.1,172213.0,39269.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-01, RACE_NUMBER: 5, OFL_FINISH: 4",L,5.45,"unhurry early trail,see field turn,passed tired runner",G,Mia and Me,b,119.0,6.0,2.0,4.03,170371.0,10081.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-11, RACE_NUMBER: 2, OFL_FINISH: 4",L,10.4,"off slw,midfield bkstr,3W in hunt 3/16,shift in rail1/8,closed",G,Chunky Monkey,f,124.0,7.0,4.0,5.08,112072.0,9263.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-10-16, RACE_NUMBER: 4, OFL_FINISH: 7",L,1.7,"near back2path btwn,gain some btwn turn in range3/16,up minors",G,Autumn's So Flashy,f,124.0,8.0,6.0,4.13,152521.0,23175.0,"TRACK/CODE: EVD, TRACK/NAME: EVANGELINE DOWNS, RACE_DATE: 2023-04-20, RACE_NUMBER: 1, OFL_FINISH: 2",L,37.25,"brk well with field,shuffled outside,mild rally around 3/8,6Wstr",G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-12 0:00,3,1709.928,L,D,40,FT,6,Ella Frances,b,119,1,4,3.21,124456,44072,"TRACK/CODE: TAM, TRACK/NAME: TAMPA BAY DOWNS, RACE_DATE: 2023-01-04, RACE_NUMBER: 9, OFL_FINISH: 7",L,14.8,"rail,nestled behind winner early going,scrubbed keep up1/4,",F,Milagre Do Sol,b,119,2,6,3.12,112072,214001,,L,6.95,"midpackouts1/2,coaxed3/8,could not match strides with others,fade",F,Solo Album,b,119,3,1,2.97,110011,20416,"TRACK/CODE: GP, TRACK/NAME: GULFSTREAM PARK, RACE_DATE: 2023-02-11, RACE_NUMBER: 6, OFL_FINISH: 2",L,1.6,"lead start,upfront soft fractions,open up 3/16,win comfortably",F,Indy Champagne,b,124,4,2,4.01,164186,37491,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-11-25, RACE_NUMBER: 7, OFL_FINISH: 2",L,1.6,"rear rail1st,advance rail1/2,rouse5/16,3W str,finish well 2ndbest",M,Janis Joplin,None,119.0,5.0,3.0,3.12,154446.0,20416.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-23, RACE_NUMBER: 1, OFL_FINISH: 4",L,4.4,"4W1st,track outs2nd flight,ridden for more1/4,evenly str,clear3rd",F,Inscrutable,None,114.0,6.0,5.0,3.1,170371.0,243794.0,"TRACK/CODE: GP, TRACK/NAME: GULFSTREAM PARK, RACE_DATE: 2023-03-30, RACE_NUMBER: 9, OFL_FINISH: 3",L,22.05,"brk out st,4W1st,to last bkstr,save ground final turn,no factor",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-12 0:00,4,1106.424,L,D,20,FT,8,My Girl Hooter,None,123,1,4,4.01,161043,46521,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-29, RACE_NUMBER: 3, OFL_FINISH: 7",L,15.6,"unhurried at rear, inside turn, gained willingly",M,Hot Omelet,b,122,2,5,4.14,125821,43936,"TRACK/CODE: TAM, TRACK/NAME: TAMPA BAY DOWNS, RACE_DATE: 2022-04-29, RACE_NUMBER: 6, OFL_FINISH: 1",None,5.05,"step slow & brush foe, early advance outside, 5wd turn, 8wd 3/16",M,Murder Hornet,b,125,3,3,3.98,112072,968159,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-22, RACE_NUMBER: 9, OFL_FINISH: 7",L,8.4,"light bump brk, settled, fanned 6w, gained show",M,Lets Run Two,None,123,4,1,4.25,142290,280682,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-29, RACE_NUMBER: 3, OFL_FINISH: 3",None,2.85,"track inside, angled out 5wd into str, steady gain, bmpd late, up",M,Practical Gizmo,bf,122.0,5.0,8.0,5.33,160933.0,45339.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-08, RACE_NUMBER: 2, OFL_FINISH: 9",L,21.7,"4-6w turn, no rally",M,Sneaky Rebel,b,123.0,6.0,2.0,4.03,110011.0,944346.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-22, RACE_NUMBER: 9, OFL_FINISH: 5",L,2.65,"switched out, 3-4w turn, led 3/16, drifted out str, bmp foe late",M,Shelly the Rocket,None,123.0,7.0,6.0,4.2,168307.0,19263.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-29, RACE_NUMBER: 3, OFL_FINISH: 2",L,4.0,"pace, shifted in, inside-2path turn, weakened",M,Forest Choice,None,123.0,8.0,7.0,4.11,117699.0,959116.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-22, RACE_NUMBER: 9, OFL_FINISH: 6",L,12.55,"pressed 2-3w, weakened",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-12 0:00,5,1106.424,L,D,20,FT,7,dq-Systematic,None,123,1,5,5.16,154446,224281,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-11, RACE_NUMBER: 4, OFL_FINISH: 2",L,2.25,"behind spd snug hold turn,waited ins turn,angled out1/8,no gain",M,Sugar Is Golden,b,123,2,2,4.01,142290,7049,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-10, RACE_NUMBER: 4, OFL_FINISH: 1",L,3.55,"lead,up front turn,lead3/16,determinedly str,just caught",M,Loaded Question,None,123,3,1,5.24,161608,7110,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-11, RACE_NUMBER: 4, OFL_FINISH: 5",L,7.15,"rear rail unhurry,smart ins move 3/8,shift out1/4,5Wstr,got up",M,Old Secrets,b,123,4,3,6.27,112072,244084,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-11, RACE_NUMBER: 4, OFL_FINISH: 7",L,36.3,"last flight btwn1/2,ridden btwn5/16,passed tired foes stretch",M,Sterling Speed,bf,123.0,5.0,4.0,6.28,112023.0,944346.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-23, RACE_NUMBER: 3, OFL_FINISH: 3",L,5.05,"track btwn 2nd flight3W,bid btwn3path3/16,bumped1/8,lost action",M,Cleomenes,None,123.0,6.0,7.0,5.12,17473.0,41552.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-11-24, RACE_NUMBER: 7, OFL_FINISH: 1",L,3.9,"slow in stride,trailed,nothing to give btwn stretch",M,Very Savvy,b,123.0,7.0,6.0,5.13,124456.0,110122.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-08-18, RACE_NUMBER: 2, OFL_FINISH: 2",L,6.45,"4Wstalk mid,3/8 ask for more,could not quicken,6W str weakened",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-12 0:00,6,1005.84,L,D,40,FT,6,Swinging Mandy,None,117,1,3,4.25,172213,20416,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-10, RACE_NUMBER: 10, OFL_FINISH: 6",L,2.35,"shuffled to last 1/2 rail,behind foes top str,look for seam3/16",M,Souper Flashy,b,122,2,1,4.28,164186,214001,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-10-21, RACE_NUMBER: 5, OFL_FINISH: 2",L,2.05,"track early spd rail,patiently ridden behind turn,rally1/8btwn",M,Mimi's Golden Ring,None,122,3,2,4.12,168307,270527,"TRACK/CODE: MVR, TRACK/NAME: MAHONING VALLEY RACE COURSE, RACE_DATE: 2023-03-07, RACE_NUMBER: 8, OFL_FINISH: 6",L,23.05,"touch behind field,to lead,repel challenger1/4,just missed",M,Sacred Dancer,b,124,4,4,4.08,158429,117583,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-22, RACE_NUMBER: 8, OFL_FINISH: 1",L,2.6,"3Wmidfield bkstr,under hold btwn3/8,got to outs5/16,loomed5W",M,Anam Cara,None,118.0,5.0,6.0,3.12,136538.0,959418.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-09, RACE_NUMBER: 3, OFL_FINISH: 5",None,6.55,"brk field,quickly trail,4Wmove3/8,nothing to give stretch",F,American Gamble,b,122.0,6.0,5.0,4.03,124456.0,196884.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-29, RACE_NUMBER: 5, OFL_FINISH: 1",L,8.65,"5Wbkstr,3Wturn,contestouts1/4,stalled mid stretch",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-12 0:00,7,1408.176,L,D,40,FT,6,Millie Girl,None,123,1,1,5.06,164885,167361,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-10-22, RACE_NUMBER: 6, OFL_FINISH: 2",L,1.55,"last on hold1/2,good ins position behind trio3/8,4Wstr,str rally",M,Lady Moonshine,b,123,2,3,5.13,142290,20416,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-10, RACE_NUMBER: 10, OFL_FINISH: 7",L,3.85,"brk in st,pressed rail turn,in the hunt3/16,faded inside third",M,My Girl Sky,None,123,3,4,4.1,110011,279521,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-11-18, RACE_NUMBER: 7, OFL_FINISH: 3",L,13.3,"btwn stalk2nd flight,3Wturn,roused3/16,even finish small share",M,Catiche,b,123,4,2,4.21,164186,245603,"TRACK/CODE: CNL, TRACK/NAME: COLONIAL DOWNS, RACE_DATE: 2022-09-06, RACE_NUMBER: 9, OFL_FINISH: 11",L,1.55,"btwn forced pace,put away pace rivals3/16,gitty effort",M,Tempereya,None,118.0,5.0,5.0,5.06,172213.0,196884.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-10, RACE_NUMBER: 11, OFL_FINISH: 1",L,19.05,"3 wide, stalk flight,4Wturnto rail stretch,little to show in lane",M,November Fog,None,123.0,6.0,6.0,6.23,122713.0,959418.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-10, RACE_NUMBER: 10, OFL_FINISH: 8",L,12.15,"3Wchallenge lead,first to give way3w3/16,retreated final 1/8",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-12 0:00,8,1106.424,L,D,20,FT,8,Fedaline,b,119,1,6,3.26,110011,214001,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-29, RACE_NUMBER: 1, OFL_FINISH: 2",L,11.05,"chased inside, came out 3wd 3/16, ran on",F,Moet Monet,None,124,2,8,4.19,148509,110032,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-07-16, RACE_NUMBER: 10, OFL_FINISH: 8",L,20.5,"getting out 3/8, no threat",M,Hekla's Aura,f,124,3,5,5.07,112072,9263,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-22, RACE_NUMBER: 5, OFL_FINISH: 2",L,3.45,"2nd flight, 3wd turn, 4wd 3/16, ran on",M,Speed Chess,None,124,4,3,3.94,142290,280682,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-12-09, RACE_NUMBER: 9, OFL_FINISH: 3",L,4.45,"vied inside-2path, led to 1/16, outkicked, lost 2nd",M,Kimono Kate,None,118.0,5.0,7.0,4.25,172213.0,268137.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-22, RACE_NUMBER: 5, OFL_FINISH: 4",L,5.75,"prompted pace 3wd btw, weakened",M,Social Drinker,None,124.0,6.0,2.0,4.3,161608.0,7110.0,,L,5.55,"step slow, settled inside, swung 7w, belatedly for place",M,Dawn Pharoah,b,124.0,7.0,4.0,4.3,112023.0,237824.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-11-26, RACE_NUMBER: 6, OFL_FINISH: 3",L,2.15,"attended outside, 4w turn, no kick",M,Stole the Ring,bf,118.0,8.0,1.0,4.02,170371.0,227398.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-29, RACE_NUMBER: 1, OFL_FINISH: 3",L,40.25,"away alertly, outsprinted early, 4wd turn, 6wd 3/16, led 1/16",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-13 0:00,1,1005.84,C,D,40,FT,5,Humor Me Jim,b,118,1,2,3.19,112023,39421,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-11-10, RACE_NUMBER: 5, OFL_FINISH: 10",L,2.1,"lead1/2,surrender front3/8,determinedly fence str,needed more",F,Speedy Johny,None,118,2,3,3.03,168307,39421,,L,5.9,"rail,2nd flight,stalk,roused1/4,angle out3path3/16,closed for3rd",F,Strike the Pose,b,118,3,1,3.08,173085,271434,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-29, RACE_NUMBER: 10, OFL_FINISH: 8",L,5.8,"watched speed duel outside tracking,cruise lead3/16,drew off",F,I'm a Bourbon Girl,None,118,4,4,3.2,136538,225664,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2023-04-22, RACE_NUMBER: 5, OFL_FINISH: 6",L,0.85,"hound pacesetter1/2,lead 2path3/8,btwn battle3/16,tired 1/8",F,Sandy Grace,f,115.0,5.0,5.0,3.13,171287.0,232066.0,"TRACK/CODE: WO, TRACK/NAME: WOODBINE, RACE_DATE: 2022-11-10, RACE_NUMBER: 3, OFL_FINISH: 8",L,34.35,"broke with field,soon dropped back to trail,never factored",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
